timestamp_s,hiker_id,trail,true_x_wu,true_y_wu,terrain_z_wu,altitude_m,gps_lat,gps_lon,gps_error_m,dop,drift_ms,hw_delay_ms,weather
1780230373.101,hiker,ridge_route,15.87,5.01,30.41,1792.9,-6.8899158,107.6157366,5.8,1.17,+28.8,178,clear
1780230373.601,hiker,ridge_route,15.51,4.78,30.22,1787.5,-6.8899983,107.6155005,8.4,1.16,+28.9,191,clear
1780230374.101,hiker,ridge_route,15.16,4.55,30.04,1782.0,-6.8899727,107.6153689,13.2,1.15,+28.9,135,clear
1780230374.601,hiker,ridge_route,14.80,4.32,29.84,1776.5,-6.8900906,107.6153467,3.5,1.14,+28.9,91,clear
1780230375.102,hiker,ridge_route,14.44,4.09,29.65,1771.0,-6.8902322,107.6152883,7.3,1.13,+29.0,182,clear
1780230375.601,hiker,ridge_route,14.09,3.86,29.46,1765.5,-6.8902265,107.6151423,5.1,1.12,+29.0,93,clear
1780230376.101,hiker,ridge_route,13.73,3.63,29.26,1759.9,-6.8903736,107.6149899,4.2,1.11,+29.0,160,clear
1780230376.602,hiker,ridge_route,13.37,3.39,29.07,1754.2,-6.8904254,107.6148952,1.4,1.10,+29.1,136,clear
1780230377.101,hiker,ridge_route,13.02,3.16,28.87,1748.6,-6.8905089,107.6148275,5.6,1.09,+29.1,167,clear
1780230377.602,hiker,ridge_route,12.66,2.93,28.67,1742.9,-6.8905896,107.6146560,3.8,1.08,+29.1,143,clear
1780230378.101,hiker,ridge_route,12.31,2.70,28.47,1737.1,-6.8906034,107.6144970,7.3,1.07,+29.2,170,clear
1780230378.602,hiker,ridge_route,11.95,2.47,28.27,1731.4,-6.8906196,107.6144372,9.5,1.06,+29.2,81,clear
1780230379.101,hiker,ridge_route,11.59,2.24,28.07,1725.6,-6.8907694,107.6143010,3.5,1.05,+29.2,101,clear
1780230379.602,hiker,ridge_route,11.24,2.00,27.87,1719.8,-6.8908276,107.6142266,2.7,1.04,+29.3,162,clear
1780230380.101,hiker,ridge_route,10.88,1.77,27.67,1714.1,-6.8909103,107.6140993,1.6,1.03,+29.3,125,clear
1780230380.601,hiker,ridge_route,10.52,1.54,27.46,1708.2,-6.8909884,107.6139566,4.1,1.02,+29.3,118,clear
1780230381.101,hiker,ridge_route,10.17,1.31,27.26,1702.4,-6.8911089,107.6138367,6.6,1.01,+29.4,113,clear
1780230381.602,hiker,ridge_route,9.81,1.08,27.06,1696.6,-6.8911708,107.6138302,7.7,1.00,+29.4,124,clear
1780230382.101,hiker,ridge_route,9.45,0.85,26.86,1690.8,-6.8912212,107.6136866,3.7,1.00,+29.4,111,clear
1780230382.602,hiker,ridge_route,9.10,0.61,26.65,1684.9,-6.8912891,107.6135261,1.7,1.00,+29.5,113,clear
1780230383.101,hiker,ridge_route,8.74,0.38,26.45,1679.1,-6.8913999,107.6134237,4.5,1.00,+29.5,125,clear
1780230383.602,hiker,ridge_route,8.39,0.15,26.25,1673.3,-6.8914723,107.6133445,5.4,1.00,+29.5,170,clear
1780230384.101,hiker,ridge_route,8.03,-0.08,26.05,1667.5,-6.8915012,107.6132419,4.3,1.00,+29.6,122,clear
1780230384.602,hiker,ridge_route,7.67,-0.31,25.84,1661.7,-6.8915853,107.6130410,5.5,1.00,+29.6,163,clear
1780230385.101,hiker,ridge_route,7.32,-0.54,25.64,1656.0,-6.8916445,107.6129119,7.3,1.00,+29.6,117,clear
1780230385.601,hiker,ridge_route,6.96,-0.78,25.44,1650.3,-6.8916883,107.6128687,4.0,1.00,+29.6,67,clear
1780230386.101,hiker,ridge_route,6.60,-1.01,25.25,1644.6,-6.8918059,107.6127659,1.9,1.00,+29.7,122,clear
1780230386.601,hiker,ridge_route,6.25,-1.24,25.05,1638.9,-6.8918603,107.6126663,3.2,1.00,+29.7,115,clear
1780230387.101,hiker,ridge_route,5.89,-1.47,24.85,1633.3,-6.8919208,107.6125360,2.6,1.00,+29.7,99,clear
1780230387.601,hiker,ridge_route,5.54,-1.70,24.66,1627.7,-6.8920124,107.6124371,2.7,1.00,+29.8,131,clear
1780230388.101,hiker,ridge_route,5.18,-1.93,24.47,1622.2,-6.8920809,107.6123113,1.5,1.00,+29.8,128,clear
1780230388.601,hiker,ridge_route,4.82,-2.17,24.28,1616.7,-6.8921140,107.6122197,6.3,1.00,+29.8,92,clear
1780230389.101,hiker,ridge_route,4.47,-2.40,24.09,1611.3,-6.8922633,107.6121050,4.7,1.00,+29.9,180,clear
1780230389.601,hiker,ridge_route,4.11,-2.63,23.90,1606.0,-6.8922819,107.6119561,2.8,1.00,+29.9,157,clear
1780230390.101,hiker,ridge_route,3.75,-2.86,23.72,1600.7,-6.8923874,107.6118686,2.4,1.00,+29.9,151,clear
1780230390.601,hiker,ridge_route,3.40,-3.09,23.54,1595.5,-6.8924820,107.6117637,4.5,1.00,+30.0,79,clear
1780230391.101,hiker,ridge_route,3.04,-3.32,23.36,1590.3,-6.8925212,107.6116292,0.8,1.00,+30.0,99,clear
1780230391.601,hiker,ridge_route,2.68,-3.55,23.18,1585.3,-6.8925915,107.6115586,5.4,1.00,+30.0,86,clear
1780230392.101,hiker,ridge_route,2.33,-3.79,23.01,1580.3,-6.8926829,107.6114129,2.2,1.00,+30.1,116,clear
1780230392.603,hiker,ridge_route,1.97,-4.01,22.84,1575.6,-6.8927260,107.6112681,2.3,1.00,+30.1,147,clear
1780230393.101,hiker,ridge_route,1.56,-4.13,22.74,1572.7,-6.8928217,107.6111645,4.9,1.00,+30.1,135,clear
1780230393.601,hiker,ridge_route,1.15,-4.25,22.64,1569.9,-6.8928060,107.6110147,1.7,1.00,+30.2,106,clear
1780230394.101,hiker,ridge_route,0.75,-4.38,22.55,1567.1,-6.8928592,107.6108595,4.1,1.00,+30.2,118,clear
1780230394.601,hiker,ridge_route,0.34,-4.50,22.45,1564.4,-6.8928737,107.6107946,3.8,1.00,+30.2,65,clear
1780230395.101,hiker,ridge_route,-0.07,-4.62,22.36,1561.8,-6.8929217,107.6106378,1.2,1.00,+30.3,64,clear
1780230395.601,hiker,ridge_route,-0.47,-4.74,22.27,1559.2,-6.8929717,107.6105086,0.1,1.00,+30.3,140,clear
1780230396.101,hiker,ridge_route,-0.88,-4.86,22.18,1556.7,-6.8929892,107.6103555,3.6,1.00,+30.3,85,clear
1780230396.601,hiker,ridge_route,-1.29,-4.99,22.10,1554.2,-6.8930556,107.6102602,1.3,1.00,+30.4,84,clear
1780230397.101,hiker,ridge_route,-1.70,-5.11,22.01,1551.8,-6.8930854,107.6101244,0.2,1.00,+30.4,173,clear
1780230397.601,hiker,ridge_route,-2.10,-5.23,21.93,1549.5,-6.8931227,107.6100032,1.0,1.00,+30.4,152,clear
1780230398.101,hiker,ridge_route,-2.51,-5.35,21.86,1547.3,-6.8931610,107.6098411,2.7,1.00,+30.5,197,clear
1780230398.601,hiker,ridge_route,-2.92,-5.48,21.78,1545.2,-6.8931930,107.6097410,1.1,1.00,+30.5,148,clear
1780230399.101,hiker,ridge_route,-3.32,-5.60,21.71,1543.2,-6.8932245,107.6096356,3.6,1.00,+30.5,82,clear
1780230399.601,hiker,ridge_route,-3.73,-5.72,21.65,1541.2,-6.8932688,107.6094896,1.6,1.00,+30.6,193,clear
1780230400.101,hiker,ridge_route,-4.14,-5.84,21.58,1539.4,-6.8933124,107.6093627,1.5,1.00,+30.6,95,clear
1780230400.601,hiker,ridge_route,-4.55,-5.96,21.52,1537.6,-6.8933582,107.6092521,3.5,1.00,+30.6,188,clear
1780230401.101,hiker,ridge_route,-4.95,-6.09,21.46,1536.0,-6.8933792,107.6091027,2.0,1.00,+30.7,196,clear
1780230401.603,hiker,ridge_route,-5.36,-6.21,21.41,1534.5,-6.8934364,107.6089510,1.3,1.00,+30.7,171,clear
1780230402.105,hiker,ridge_route,-5.77,-6.33,21.36,1533.1,-6.8934504,107.6088453,2.6,1.00,+30.7,84,clear
1780230402.644,hiker,ridge_route,-6.21,-6.46,21.31,1531.7,-6.8934893,107.6086864,2.6,1.00,+30.8,164,clear
1780230403.105,hiker,ridge_route,-6.58,-6.57,21.27,1530.6,-6.8935473,107.6085438,3.5,1.00,+30.8,129,clear
1780230403.618,hiker,ridge_route,-7.00,-6.70,21.24,1529.5,-6.8936156,107.6084221,3.9,1.00,+30.8,106,clear
1780230404.110,hiker,ridge_route,-7.40,-6.82,21.20,1528.6,-6.8936298,107.6083232,0.9,1.00,+30.9,118,clear
1780230404.602,hiker,ridge_route,-7.80,-6.94,21.18,1527.7,-6.8936854,107.6081926,2.6,1.00,+30.9,127,clear
1780230405.102,hiker,ridge_route,-8.21,-7.06,21.15,1527.0,-6.8936982,107.6080807,2.3,1.00,+30.9,187,clear
1780230405.602,hiker,ridge_route,-8.62,-7.18,21.13,1526.4,-6.8937422,107.6079484,1.9,1.00,+31.0,118,clear
1780230406.101,hiker,ridge_route,-9.02,-7.31,21.11,1526.0,-6.8937631,107.6078098,1.8,1.00,+31.0,85,clear
1780230406.601,hiker,ridge_route,-9.43,-7.43,21.10,1525.7,-6.8938159,107.6076806,0.8,1.00,+31.0,72,clear
1780230407.101,hiker,ridge_route,-9.84,-7.55,21.10,1525.5,-6.8938660,107.6075618,2.3,1.00,+31.1,174,clear
1780230407.602,hiker,ridge_route,-10.25,-7.67,21.09,1525.4,-6.8938952,107.6074176,0.4,1.00,+31.1,93,clear
1780230408.101,hiker,ridge_route,-10.65,-7.80,21.10,1525.4,-6.8939115,107.6072618,3.5,1.00,+31.1,128,clear
1780230408.602,hiker,ridge_route,-11.06,-7.92,21.10,1525.6,-6.8939814,107.6071299,3.3,1.00,+31.2,161,clear
1780230409.101,hiker,ridge_route,-11.47,-8.04,21.11,1525.9,-6.8940084,107.6070252,0.4,1.00,+31.2,145,clear
1780230409.602,hiker,ridge_route,-11.87,-8.16,21.13,1526.4,-6.8940173,107.6069139,3.6,1.00,+31.2,195,clear
1780230410.101,hiker,ridge_route,-12.28,-8.28,21.15,1527.0,-6.8940499,107.6067688,3.9,1.00,+31.3,117,clear
1780230410.602,hiker,ridge_route,-12.69,-8.41,21.17,1527.7,-6.8941421,107.6066565,2.7,1.00,+31.3,110,clear
1780230411.101,hiker,ridge_route,-13.09,-8.53,21.20,1528.5,-6.8941424,107.6065151,2.1,1.00,+31.3,79,clear
1780230411.602,hiker,ridge_route,-13.50,-8.65,21.23,1529.4,-6.8942187,107.6064087,3.4,1.00,+31.4,145,clear
1780230412.101,hiker,ridge_route,-13.91,-8.77,21.27,1530.5,-6.8942420,107.6062599,0.7,1.00,+31.4,114,clear
1780230412.602,hiker,ridge_route,-14.32,-8.89,21.31,1531.7,-6.8942681,107.6061297,1.0,1.00,+31.4,105,clear
1780230413.101,hiker,ridge_route,-14.72,-9.02,21.36,1533.0,-6.8943334,107.6059871,2.4,1.00,+31.5,107,clear
1780230413.602,hiker,ridge_route,-15.13,-9.14,21.41,1534.4,-6.8943443,107.6058980,3.4,1.00,+31.5,120,clear
1780230414.101,hiker,ridge_route,-15.54,-9.26,21.46,1536.0,-6.8943792,107.6057461,1.6,1.00,+31.5,119,clear
1780230414.602,hiker,ridge_route,-15.94,-9.38,21.52,1537.7,-6.8944384,107.6055789,3.6,1.00,+31.6,97,clear
1780230415.101,hiker,ridge_route,-16.35,-9.51,21.58,1539.4,-6.8944404,107.6054855,3.2,1.00,+31.6,184,clear
1780230415.602,hiker,ridge_route,-16.76,-9.63,21.65,1541.3,-6.8944823,107.6053440,2.9,1.00,+31.6,116,clear
1780230416.101,hiker,ridge_route,-17.16,-9.75,21.72,1543.3,-6.8945426,107.6052121,1.3,1.00,+31.6,140,clear
1780230416.602,hiker,ridge_route,-17.57,-9.87,21.79,1545.4,-6.8945988,107.6050791,2.4,1.00,+31.7,90,clear
1780230417.101,hiker,ridge_route,-17.98,-9.99,21.87,1547.5,-6.8946312,107.6049551,1.6,1.00,+31.7,155,clear
1780230417.602,hiker,ridge_route,-18.37,-10.17,21.92,1549.2,-6.8946860,107.6048415,0.9,1.00,+31.7,214,clear
1780230418.101,hiker,ridge_route,-18.75,-10.35,21.98,1551.0,-6.8947216,107.6047531,3.7,1.00,+31.8,102,clear
1780230418.602,hiker,ridge_route,-19.13,-10.53,22.05,1552.8,-6.8947830,107.6046214,2.6,1.00,+31.8,158,clear
1780230419.101,hiker,ridge_route,-19.52,-10.71,22.12,1554.7,-6.8948315,107.6044834,2.0,1.00,+31.8,110,clear
1780230419.601,hiker,ridge_route,-19.90,-10.90,22.19,1556.7,-6.8949007,107.6043689,1.4,1.00,+31.9,130,clear
1780230420.101,hiker,ridge_route,-20.29,-11.08,22.26,1558.8,-6.8949309,107.6042650,4.8,1.00,+31.9,109,clear
1780230420.601,hiker,ridge_route,-20.67,-11.26,22.33,1560.9,-6.8950412,107.6041111,2.4,1.00,+31.9,121,clear
1780230421.101,hiker,ridge_route,-21.06,-11.44,22.41,1563.1,-6.8950763,107.6039662,2.8,1.00,+32.0,148,clear
1780230421.601,hiker,ridge_route,-21.44,-11.62,22.49,1565.3,-6.8951264,107.6038364,3.8,1.00,+32.0,118,clear
1780230422.101,hiker,ridge_route,-21.83,-11.80,22.57,1567.6,-6.8952145,107.6037169,4.4,1.00,+32.0,166,clear
1780230422.601,hiker,ridge_route,-22.21,-11.98,22.65,1570.0,-6.8952522,107.6036127,1.6,1.00,+32.1,144,clear
1780230423.101,hiker,ridge_route,-22.59,-12.16,22.73,1572.3,-6.8953468,107.6035135,4.9,1.00,+32.1,161,clear
1780230423.601,hiker,ridge_route,-22.98,-12.34,22.81,1574.7,-6.8953688,107.6033745,1.3,1.00,+32.1,169,clear
1780230424.101,hiker,ridge_route,-23.36,-12.52,22.90,1577.1,-6.8954531,107.6032594,3.9,1.00,+32.2,161,clear
1780230424.602,hiker,ridge_route,-23.75,-12.71,22.98,1579.5,-6.8954780,107.6031640,2.8,1.00,+32.2,118,clear
1780230425.101,hiker,ridge_route,-24.13,-12.89,23.06,1581.9,-6.8955374,107.6030413,2.7,1.00,+32.2,65,clear
1780230425.601,hiker,ridge_route,-24.52,-13.07,23.15,1584.3,-6.8955811,107.6028680,3.1,1.00,+32.3,105,clear
1780230426.101,hiker,ridge_route,-24.90,-13.25,23.23,1586.7,-6.8956357,107.6027831,1.5,1.00,+32.3,188,clear
1780230426.601,hiker,ridge_route,-25.29,-13.43,23.31,1589.1,-6.8956870,107.6026663,2.3,1.00,+32.3,162,clear
1780230427.102,hiker,ridge_route,-25.67,-13.61,23.39,1591.4,-6.8957506,107.6025229,1.2,1.00,+32.4,196,clear
1780230427.601,hiker,ridge_route,-26.06,-13.79,23.47,1593.7,-6.8958462,107.6024140,3.4,1.00,+32.4,99,clear
1780230428.101,hiker,ridge_route,-26.44,-13.97,23.55,1596.0,-6.8958395,107.6023052,4.2,1.00,+32.4,146,clear
1780230428.601,hiker,ridge_route,-26.82,-14.15,23.63,1598.2,-6.8959148,107.6021920,3.4,1.00,+32.5,107,clear
1780230429.101,hiker,ridge_route,-27.21,-14.33,23.70,1600.3,-6.8959753,107.6020230,2.5,1.00,+32.5,191,clear
1780230429.601,hiker,ridge_route,-27.59,-14.51,23.78,1602.4,-6.8960502,107.6019234,0.8,1.00,+32.5,151,clear
1780230430.101,hiker,ridge_route,-27.98,-14.70,23.85,1604.4,-6.8961041,107.6018127,1.5,1.00,+32.6,88,clear
1780230430.602,hiker,ridge_route,-28.36,-14.88,23.91,1606.4,-6.8961809,107.6016841,2.7,1.00,+32.6,169,clear
1780230431.101,hiker,ridge_route,-28.75,-15.06,23.98,1608.2,-6.8961839,107.6015574,3.4,1.00,+32.6,165,clear
1780230431.601,hiker,ridge_route,-29.13,-15.24,24.04,1609.9,-6.8962796,107.6013916,4.8,1.00,+32.7,129,clear
1780230432.101,hiker,ridge_route,-29.52,-15.42,24.10,1611.6,-6.8963165,107.6012914,2.6,1.00,+32.7,132,clear
1780230432.602,hiker,ridge_route,-29.90,-15.60,24.15,1613.1,-6.8963693,107.6011813,2.0,1.00,+32.7,164,clear
1780230433.101,hiker,ridge_route,-30.29,-15.78,24.20,1614.5,-6.8964479,107.6010485,2.3,1.00,+32.8,87,clear
1780230433.601,hiker,ridge_route,-30.67,-15.96,24.24,1615.8,-6.8964878,107.6009452,1.2,1.00,+32.8,152,clear
1780230434.101,hiker,ridge_route,-31.05,-16.14,24.29,1617.0,-6.8965629,107.6008351,1.4,1.00,+32.8,196,clear
1780230434.601,hiker,ridge_route,-31.44,-16.32,24.32,1618.0,-6.8965853,107.6007323,4.4,1.00,+32.9,188,clear
1780230435.103,hiker,ridge_route,-31.82,-16.51,24.35,1618.9,-6.8966787,107.6005699,1.6,1.00,+32.9,109,clear
1780230435.601,hiker,ridge_route,-32.21,-16.69,24.38,1619.7,-6.8966966,107.6004558,3.3,1.00,+32.9,102,clear
1780230436.101,hiker,ridge_route,-32.59,-16.87,24.40,1620.2,-6.8967933,107.6003417,1.2,1.00,+33.0,203,clear
1780230436.602,hiker,ridge_route,-32.98,-17.05,24.41,1620.7,-6.8968269,107.6002463,3.7,1.00,+33.0,152,clear
1780230437.101,hiker,ridge_route,-33.36,-17.23,24.42,1620.9,-6.8968916,107.6001290,3.9,1.00,+33.0,124,clear
1780230437.602,hiker,ridge_route,-33.75,-17.41,24.43,1621.0,-6.8969227,107.5999749,3.5,1.00,+33.1,85,clear
1780230438.101,hiker,ridge_route,-34.13,-17.59,24.42,1621.0,-6.8970202,107.5998681,2.2,1.00,+33.1,112,clear
1780230438.601,hiker,ridge_route,-34.52,-17.77,24.42,1620.7,-6.8970956,107.5997393,3.3,1.00,+33.1,103,clear
1780230439.101,hiker,ridge_route,-34.90,-17.95,24.40,1620.3,-6.8970914,107.5996075,3.7,1.00,+33.2,142,clear
1780230439.601,hiker,ridge_route,-35.19,-18.25,24.30,1617.4,-6.8972036,107.5995083,1.9,1.00,+33.2,151,clear
1780230440.101,hiker,ridge_route,-35.44,-18.59,24.16,1613.5,-6.8973290,107.5994404,0.7,1.00,+33.2,171,clear
1780230440.602,hiker,ridge_route,-35.70,-18.93,24.01,1609.2,-6.8974196,107.5993448,1.8,1.00,+33.3,161,clear
1780230441.101,hiker,ridge_route,-35.95,-19.27,23.86,1604.7,-6.8975338,107.5992797,0.9,1.00,+33.3,133,clear
1780230441.601,hiker,ridge_route,-36.21,-19.61,23.69,1599.9,-6.8976152,107.5992352,5.8,1.00,+33.3,215,clear
1780230442.101,hiker,ridge_route,-36.46,-19.95,23.51,1594.8,-6.8977479,107.5991078,0.7,1.00,+33.4,215,clear
1780230442.601,hiker,ridge_route,-36.72,-20.29,23.32,1589.4,-6.8978566,107.5990508,2.2,1.00,+33.4,134,clear
1780230443.101,hiker,ridge_route,-36.97,-20.63,23.13,1583.7,-6.8979906,107.5989261,3.8,1.00,+33.4,169,clear
1780230443.601,hiker,ridge_route,-37.23,-20.97,22.92,1577.7,-6.8980785,107.5988527,1.9,1.00,+33.5,151,clear
1780230444.101,hiker,ridge_route,-37.48,-21.31,22.70,1571.5,-6.8981868,107.5987881,0.7,1.00,+33.5,98,clear
1780230444.601,hiker,ridge_route,-37.74,-21.65,22.47,1565.0,-6.8982775,107.5987095,1.1,1.00,+33.5,122,clear
1780230445.101,hiker,ridge_route,-37.99,-21.99,22.24,1558.2,-6.8983838,107.5986386,1.7,1.00,+33.6,149,clear
1780230445.601,hiker,ridge_route,-38.25,-22.33,21.99,1551.1,-6.8985073,107.5985666,2.3,1.00,+33.6,172,clear
1780230446.101,hiker,ridge_route,-38.50,-22.67,21.74,1543.8,-6.8986110,107.5984223,4.8,1.00,+33.6,209,clear
1780230446.601,hiker,ridge_route,-38.76,-23.01,21.47,1536.2,-6.8986819,107.5983958,3.9,1.00,+33.6,54,clear
1780230447.101,hiker,ridge_route,-39.01,-23.35,21.20,1528.4,-6.8987960,107.5982666,5.1,1.00,+33.7,144,clear
1780230447.601,hiker,ridge_route,-39.27,-23.69,20.92,1520.3,-6.8988882,107.5982279,4.6,1.00,+33.7,97,clear
1780230448.101,hiker,ridge_route,-39.52,-24.03,20.63,1512.0,-6.8990130,107.5980999,5.4,1.00,+33.7,104,clear
1780230448.602,hiker,ridge_route,-39.78,-24.37,20.33,1503.4,-6.8991615,107.5980188,5.2,1.00,+33.8,135,clear
1780230449.101,hiker,ridge_route,-40.03,-24.71,20.02,1494.6,-6.8992693,107.5979959,2.7,1.00,+33.8,139,clear
1780230449.602,hiker,ridge_route,-40.29,-25.05,19.71,1485.6,-6.8993344,107.5978823,3.2,1.00,+33.8,134,clear
1780230450.101,hiker,ridge_route,-40.54,-25.39,19.39,1476.4,-6.8994398,107.5978298,2.9,1.00,+33.9,116,clear
1780230450.601,hiker,ridge_route,-40.80,-25.73,19.06,1467.0,-6.8995773,107.5977350,0.9,1.00,+33.9,140,clear
1780230451.101,hiker,ridge_route,-41.05,-26.07,18.73,1457.5,-6.8996552,107.5976645,2.5,1.00,+33.9,116,clear
1780230451.601,hiker,ridge_route,-41.31,-26.41,18.39,1447.7,-6.8997869,107.5975917,1.6,1.00,+34.0,203,clear
1780230452.101,hiker,ridge_route,-41.56,-26.75,18.04,1437.8,-6.8999005,107.5975148,2.2,1.00,+34.0,160,clear
1780230452.601,hiker,ridge_route,-41.82,-27.09,17.69,1427.8,-6.8999802,107.5973886,3.6,1.00,+34.0,186,clear
1780230453.101,hiker,ridge_route,-42.07,-27.43,17.34,1417.6,-6.9001105,107.5973316,0.8,1.00,+34.1,105,clear
1780230453.601,hiker,ridge_route,-42.33,-27.77,16.98,1407.2,-6.9002117,107.5972639,1.0,1.00,+34.1,88,clear
1780230454.101,hiker,ridge_route,-42.58,-28.11,16.61,1396.8,-6.9003204,107.5971927,2.1,1.02,+34.1,179,clear
1780230454.601,hiker,ridge_route,-42.84,-28.45,16.25,1386.2,-6.9004294,107.5970834,1.2,1.05,+34.2,141,clear
1780230455.101,hiker,ridge_route,-43.09,-28.79,15.87,1375.6,-6.9005318,107.5970075,0.5,1.09,+34.2,137,clear
1780230455.601,hiker,ridge_route,-43.35,-29.13,15.50,1364.8,-6.9006272,107.5969537,2.8,1.12,+34.2,140,clear
1780230456.101,hiker,ridge_route,-43.60,-29.47,15.12,1354.0,-6.9007534,107.5968874,4.1,1.16,+34.3,145,clear
1780230456.601,hiker,ridge_route,-43.86,-29.81,14.74,1343.2,-6.9008481,107.5967852,1.8,1.19,+34.3,90,clear
1780230457.101,hiker,ridge_route,-44.11,-30.15,14.36,1332.3,-6.9010001,107.5966903,4.5,1.23,+34.3,145,clear
1780230457.601,hiker,ridge_route,-44.37,-30.49,13.98,1321.3,-6.9010518,107.5965985,2.0,1.26,+34.4,100,clear
1780230458.101,hiker,ridge_route,-44.62,-30.83,13.60,1310.3,-6.9011538,107.5964911,4.6,1.30,+34.4,199,clear
1780230458.601,hiker,ridge_route,-44.88,-31.17,13.22,1299.3,-6.9013208,107.5964654,4.9,1.33,+34.4,96,clear
1780230459.101,hiker,ridge_route,-45.13,-31.51,12.83,1288.3,-6.9013869,107.5963691,0.3,1.37,+34.5,153,clear
1780230459.601,hiker,ridge_route,-45.39,-31.85,12.45,1277.3,-6.9015236,107.5963306,5.9,1.40,+34.5,175,clear
1780230460.101,hiker,ridge_route,-45.64,-32.19,12.07,1266.3,-6.9015884,107.5962189,2.1,1.44,+34.5,190,clear
1780230460.601,hiker,ridge_route,-45.90,-32.53,11.69,1255.4,-6.9016486,107.5961287,6.7,1.47,+34.6,201,clear
1780230461.101,hiker,ridge_route,-46.15,-32.87,11.31,1244.5,-6.9017927,107.5960616,3.2,1.50,+34.6,89,clear
1780230461.601,hiker,ridge_route,-46.41,-33.21,10.93,1233.6,-6.9019126,107.5960293,7.5,1.54,+34.6,177,clear
1780230462.101,hiker,ridge_route,-46.66,-33.55,10.55,1222.8,-6.9020642,107.5958973,4.3,1.57,+34.7,173,clear
1780230462.602,hiker,ridge_route,-46.92,-33.89,10.18,1212.0,-6.9021740,107.5958026,4.2,1.61,+34.7,193,clear
1780230463.101,hiker,ridge_route,-47.20,-34.20,9.82,1201.9,-6.9022476,107.5957184,1.7,1.64,+34.7,90,clear
1780230463.601,hiker,ridge_route,-47.51,-34.51,9.48,1192.1,-6.9022476,107.5955740,10.1,1.68,+34.8,174,clear
1780230464.101,hiker,ridge_route,-47.81,-34.81,9.14,1182.3,-6.9023429,107.5955280,9.0,1.71,+34.8,156,clear
1780230464.601,hiker,ridge_route,-48.11,-35.11,8.80,1172.6,-6.9025807,107.5954341,7.1,1.75,+34.8,108,clear
1780230465.101,hiker,ridge_route,-48.41,-35.41,8.46,1162.9,-6.9025827,107.5952899,5.5,1.78,+34.9,130,clear
1780230465.601,hiker,ridge_route,-48.71,-35.71,8.13,1153.4,-6.9027138,107.5952603,3.0,1.81,+34.9,90,clear
1780230466.101,hiker,ridge_route,-49.01,-36.01,7.80,1143.9,-6.9028141,107.5951624,2.9,1.85,+34.9,147,clear
1780230466.602,hiker,ridge_route,-49.31,-36.31,7.47,1134.5,-6.9028609,107.5950639,4.5,1.88,+35.0,101,clear
1780230467.101,hiker,ridge_route,-49.61,-36.61,7.15,1125.3,-6.9030051,107.5949877,4.6,1.91,+35.0,88,clear
1780230467.602,hiker,ridge_route,-49.91,-36.91,6.83,1116.1,-6.9031354,107.5948491,5.6,1.95,+35.0,97,clear
1780230468.101,hiker,ridge_route,-50.21,-37.21,6.52,1107.0,-6.9031435,107.5947936,5.5,1.98,+35.1,177,clear
1780230468.602,hiker,ridge_route,-50.51,-37.51,6.20,1098.0,-6.9032434,107.5946179,6.0,2.01,+35.1,83,clear
1780230469.101,hiker,ridge_route,-50.81,-37.81,5.90,1089.2,-6.9033343,107.5945403,4.9,2.05,+35.1,138,clear
1780230469.602,hiker,ridge_route,-51.11,-38.11,5.59,1080.5,-6.9034428,107.5945455,8.3,2.08,+35.2,182,clear
1780230470.101,hiker,ridge_route,-51.41,-38.41,5.29,1071.9,-6.9035513,107.5943754,0.7,2.11,+35.2,176,clear
1780230470.601,hiker,ridge_route,-51.71,-38.71,5.00,1063.5,-6.9035787,107.5942173,10.9,2.15,+35.2,133,clear
1780230471.101,hiker,ridge_route,-52.01,-39.01,4.71,1055.2,-6.9037824,107.5941981,4.2,2.18,+35.3,171,clear
1780230471.602,hiker,ridge_route,-52.31,-39.31,4.42,1047.0,-6.9038085,107.5941039,3.8,2.21,+35.3,105,clear
1780230472.101,hiker,ridge_route,-52.61,-39.61,4.14,1038.9,-6.9039391,107.5939718,2.9,2.24,+35.3,191,clear
1780230472.602,hiker,ridge_route,-52.92,-39.92,3.87,1031.0,-6.9040058,107.5939750,8.5,2.27,+35.4,151,clear
1780230473.101,hiker,ridge_route,-53.22,-40.22,3.60,1023.3,-6.9041241,107.5937606,5.1,2.30,+35.4,96,clear
1780230473.602,hiker,ridge_route,-53.52,-40.52,3.33,1015.6,-6.9041561,107.5937103,7.0,2.34,+35.4,184,clear
1780230474.101,hiker,ridge_route,-53.82,-40.82,3.07,1008.2,-6.9043465,107.5936161,3.7,2.36,+35.5,103,clear
1780230474.602,hiker,ridge_route,-54.12,-41.12,2.82,1000.9,-6.9043744,107.5934667,7.1,2.39,+35.5,143,clear
1780230475.101,hiker,ridge_route,-54.42,-41.42,2.57,993.7,-6.9045207,107.5934401,2.6,2.42,+35.5,83,clear
1780230475.602,hiker,ridge_route,-54.72,-41.72,2.32,986.7,-6.9046519,107.5933394,6.2,2.45,+35.6,104,clear
1780230476.101,hiker,ridge_route,-55.02,-42.02,2.09,979.9,-6.9046671,107.5932048,4.3,2.47,+35.6,149,clear
1780230476.602,hiker,ridge_route,-55.32,-42.32,1.85,973.2,-6.9047602,107.5930872,6.5,2.50,+35.6,144,clear
